meter_id,customer_id,location,latitude,longitude,status,last_reading,communication_status,installation_date,meter_type
MTR-0271,CUST-1006,Khirdalan,40.442477,49.751294,error,5787.5,offline,2020-12-05,smart
MTR-0272,CUST-1007,Baku Commercial Hub,40.407442,49.871872,active,6453.9,online,2019-05-07,smart
MTR-0273,CUST-1008,Lankaran,38.757401,48.863667,active,6520.5,online,2018-05-13,smart
MTR-0274,CUST-1009,Bayil District,40.356088,49.852209,active,7133.5,intermittent,2022-04-16,industrial
MTR-0275,CUST-1010,Sumqayit North,40.609084,49.626989,active,11258.5,online,2018-12-25,industrial
MTR-0276,CUST-1011,Old Town Baku,40.378433,49.842869,inactive,4880.3,offline,2022-06-25,smart
MTR-0277,CUST-1012,Ganja North,40.68842,46.37101,active,3286.4,online,2021-08-04,commercial
MTR-0278,CUST-1013,Old Town Baku,40.373849,49.831607,active,3892.5,online,2022-04-24,smart
MTR-0279,CUST-1014,Pirallahi District,40.470487,50.051599,active,8696.1,online,2019-04-11,smart
MTR-0280,CUST-1015,Sumqayit South,40.573395,49.628001,active,7924.4,online,2020-05-25,industrial
MTR-0281,CUST-1016,Bibi-Heybat,40.323995,49.824251,active,2185.2,online,2019-03-24,smart
MTR-0282,CUST-1017,Ramana,40.449649,49.922507,active,11495.4,online,2018-02-27,commercial
MTR-0283,CUST-1018,Khatai District,40.39793,49.877372,warning,1002.0,intermittent,2018-04-17,smart
MTR-0284,CUST-1019,Baku Commercial Hub,40.391196,49.873535,warning,10970.5,online,2021-01-01,industrial
MTR-0285,CUST-1020,Ramana,40.451549,49.895356,active,3441.9,intermittent,2018-09-27,smart
MTR-0286,CUST-1021,Absheron East,40.429185,49.992293,active,6387.7,online,2019-10-17,smart
MTR-0287,CUST-1022,Mingachevir East,40.777456,47.07302,active,4602.0,online,2021-10-08,smart
MTR-0288,CUST-1023,Sumqayit South,40.570999,49.627842,active,11901.8,online,2024-01-03,industrial
MTR-0289,CUST-1024,Masazir,40.491378,49.761581,active,311.5,online,2018-08-28,smart
MTR-0290,CUST-1025,Absheron East,40.424347,49.974938,active,11046.0,online,2019-12-19,smart
MTR-0291,CUST-1026,Old Town Baku,40.359133,49.849725,warning,10811.9,intermittent,2023-01-06,commercial
MTR-0292,CUST-1027,Shirvan Central,39.92347,48.911215,active,9884.2,intermittent,2018-05-06,smart
MTR-0293,CUST-1028,Heydar Aliyev Zone,40.402214,49.88204,active,10779.0,online,2021-12-05,smart
MTR-0294,CUST-1029,Surakhani District,40.432024,49.95923,active,5357.6,online,2020-10-25,smart
MTR-0295,CUST-1030,Seaside Terminal,40.373646,49.846901,error,549.6,offline,2024-08-16,smart
MTR-0296,CUST-1031,Sumqayit South,40.572674,49.631234,active,8220.4,online,2021-02-25,industrial
MTR-0297,CUST-1032,Seaside Terminal,40.353861,49.842393,active,3362.1,online,2023-11-05,smart
MTR-0298,CUST-1033,Barda,40.3695,47.126197,active,5447.9,online,2020-02-05,residential
MTR-0299,CUST-1034,Surakhani District,40.422622,49.943465,active,5014.9,online,2018-06-18,smart
MTR-0300,CUST-1035,Surakhani District,40.434908,49.953533,active,3643.8,online,2024-02-24,smart
MTR-0301,CUST-1036,Balakhani,40.477156,49.949345,active,2201.1,online,2019-03-09,smart
MTR-0302,CUST-1037,Ganja South,40.668052,46.329378,active,3456.4,online,2021-02-12,smart
MTR-0303,CUST-1038,Mingachevir East,40.781327,47.086627,active,7476.7,online,2018-03-10,smart
MTR-0304,CUST-1039,Nasimi District,40.388465,49.836967,active,9688.1,online,2021-06-14,smart
MTR-0305,CUST-1040,Bayil District,40.342084,49.83562,warning,5852.3,intermittent,2021-06-10,smart
MTR-0306,CUST-1041,Bibi-Heybat,40.324033,49.828459,active,3507.5,online,2020-02-19,smart
MTR-0307,CUST-1042,Lokbatan,40.322767,49.751369,warning,6691.2,online,2021-12-07,industrial
MTR-0308,CUST-1043,Baku Industrial Zone,40.348931,49.869938,active,8141.1,online,2023-05-08,smart
MTR-0309,CUST-1044,Mingachevir East,40.77276,47.086457,active,5499.0,online,2021-10-13,commercial
MTR-0310,CUST-1045,Ramana,40.450198,49.922612,warning,6615.0,intermittent,2023-09-20,smart
MTR-0311,CUST-1046,Surakhani District,40.420281,49.937447,warning,2162.8,intermittent,2018-10-21,commercial
MTR-0312,CUST-1047,Masazir,40.509004,49.754948,active,324.5,online,2019-09-24,smart
MTR-0313,CUST-1048,Buzovna,40.56174,50.10563,active,4614.6,online,2024-11-19,smart
MTR-0314,CUST-1049,Mashtaga,40.524522,50.024931,active,3686.1,online,2018-12-05,smart
MTR-0315,CUST-1050,Sheki,41.184357,47.16866,active,5898.5,online,2018-08-24,commercial
MTR-0316,CUST-1051,Baku Industrial Zone,40.334567,49.854008,inactive,466.5,offline,2023-02-22,smart
MTR-0317,CUST-1052,Khazar District,40.525898,50.007215,active,6712.5,online,2022-07-15,smart
MTR-0318,CUST-1053,Sumqayit South,40.585933,49.621893,active,7956.2,online,2018-12-20,smart
MTR-0319,CUST-1001,Lokbatan,40.318487,49.747887,active,2734.6,online,2024-12-26,smart
MTR-0320,CUST-1002,Binagadi District,40.45032,49.826985,active,4516.4,online,2021-02-09,smart
MTR-0321,CUST-1003,Bibi-Heybat,40.310831,49.824173,active,7413.4,online,2018-06-12,commercial
MTR-0322,CUST-1004,Baku Commercial Hub,40.398521,49.879412,inactive,11040.5,offline,2018-11-05,commercial
MTR-0323,CUST-1005,Shirvan Central,39.926536,48.914161,active,8382.6,online,2021-07-20,commercial
MTR-0324,CUST-1006,Qaradag District,40.314244,49.987691,active,6541.1,online,2019-09-06,industrial
MTR-0325,CUST-1007,Bibi-Heybat,40.303665,49.810613,active,832.6,online,2018-08-05,smart
MTR-0326,CUST-1008,Lokbatan,40.329456,49.763915,active,6040.6,online,2021-07-23,industrial
MTR-0327,CUST-1009,Baku Industrial Zone,40.339661,49.84748,active,2802.2,intermittent,2020-04-18,smart
MTR-0328,CUST-1010,Ganja North,40.682046,46.36872,inactive,9237.9,offline,2022-02-19,commercial
MTR-0329,CUST-1011,Sabunchi District,40.435037,49.928293,active,9906.8,online,2024-12-15,smart
MTR-0330,CUST-1012,Ramana,40.441556,49.907755,inactive,9065.9,offline,2024-01-15,smart
MTR-0331,CUST-1013,Mingachevir East,40.763457,47.089502,active,9352.5,online,2019-12-19,smart
MTR-0332,CUST-1014,Sheki,41.200831,47.173308,active,7470.6,online,2024-04-26,smart
MTR-0333,CUST-1015,Khatai District,40.392102,49.880968,active,2186.9,online,2020-05-19,industrial
MTR-0334,CUST-1016,Mingachevir West,40.768572,47.040432,warning,1799.9,intermittent,2024-07-02,residential
MTR-0335,CUST-1017,Mingachevir West,40.766011,47.028807,active,1925.7,online,2024-04-25,smart
MTR-0336,CUST-1018,Masazir,40.494684,49.762323,active,5087.9,online,2018-11-26,smart
MTR-0337,CUST-1019,Surakhani District,40.429086,49.952494,warning,5565.4,intermittent,2020-10-01,commercial
MTR-0338,CUST-1020,Surakhani District,40.438928,49.943753,warning,4427.0,online,2024-09-13,smart
MTR-0339,CUST-1021,Sumqayit North,40.612044,49.641745,active,4009.8,online,2020-09-19,smart
MTR-0340,CUST-1022,Qaradag District,40.313984,49.98956,active,9194.6,online,2018-11-26,smart
MTR-0341,CUST-1023,Baku Commercial Hub,40.380488,49.882883,active,5586.9,online,2019-12-05,smart
MTR-0342,CUST-1024,Ganja South,40.664769,46.352982,active,7924.1,online,2018-06-22,smart
MTR-0343,CUST-1025,Khazar District,40.499554,50.003768,inactive,9111.7,offline,2023-02-23,smart
MTR-0344,CUST-1026,Narimanov District,40.398033,49.864304,active,2869.1,online,2021-01-01,industrial
MTR-0345,CUST-1027,Lankaran,38.762513,48.865645,active,1759.7,online,2019-07-03,smart
MTR-0346,CUST-1028,Narimanov District,40.401096,49.861027,active,4716.1,online,2024-03-21,residential
MTR-0347,CUST-1029,Pirallahi District,40.472052,50.051899,active,2136.6,online,2023-04-21,smart
MTR-0348,CUST-1030,Pirallahi District,40.497597,50.053482,active,1222.9,online,2019-02-19,smart
MTR-0349,CUST-1031,Barda,40.370546,47.135882,active,3468.2,online,2019-09-20,smart
MTR-0350,CUST-1032,Bayil District,40.359635,49.834548,warning,10205.1,intermittent,2020-04-17,industrial
MTR-0351,CUST-1033,Bayil District,40.353286,49.848435,active,843.9,online,2021-07-04,smart
MTR-0352,CUST-1034,Sumqayit Central,40.589987,49.627818,active,11845.2,online,2019-07-28,smart
MTR-0353,CUST-1035,Heydar Aliyev Zone,40.407626,49.873391,active,5758.0,intermittent,2018-01-19,residential
MTR-0354,CUST-1036,Binagadi District,40.433414,49.809472,active,6178.0,online,2023-09-25,industrial
MTR-0355,CUST-1037,Khirdalan,40.450707,49.752068,warning,6544.3,intermittent,2020-02-10,smart
MTR-0356,CUST-1038,Surakhani District,40.432339,49.936096,active,4055.7,online,2023-11-22,commercial
MTR-0357,CUST-1039,Binagadi District,40.442305,49.816125,active,3084.9,online,2018-08-20,smart
MTR-0358,CUST-1040,Bayil District,40.339651,49.845982,warning,2272.6,online,2023-03-23,smart
MTR-0359,CUST-1041,Nasimi District,40.364915,49.85559,active,9439.2,online,2020-03-12,industrial
MTR-0360,CUST-1042,Qaradag District,40.319493,50.001204,inactive,9302.9,offline,2020-07-09,smart
MTR-0361,CUST-1043,Buzovna,40.546916,50.10637,active,1109.4,online,2022-06-02,smart
MTR-0362,CUST-1044,Bibi-Heybat,40.320781,49.810006,active,9325.3,online,2023-12-04,commercial
MTR-0363,CUST-1045,Sumqayit South,40.584223,49.603077,active,742.6,online,2021-03-06,smart
MTR-0364,CUST-1046,Sabail District,40.364586,49.846418,inactive,5148.6,offline,2019-07-24,smart
MTR-0365,CUST-1047,Shirvan Central,39.931138,48.907337,active,6124.1,online,2019-04-26,smart
MTR-0366,CUST-1048,Buzovna,40.574442,50.113622,active,10419.2,online,2024-05-11,residential
MTR-0367,CUST-1049,Surakhani District,40.433593,49.930239,active,6852.9,online,2023-10-08,smart
MTR-0368,CUST-1050,Baku Commercial Hub,40.391048,49.884156,error,2506.0,intermittent,2024-04-05,commercial
MTR-0369,CUST-1051,Nasimi District,40.387972,49.827717,active,7704.1,online,2018-06-01,industrial
MTR-0370,CUST-1052,Barda,40.38547,47.144816,active,6451.8,online,2021-08-02,smart
MTR-0371,CUST-1053,Pirallahi District,40.49135,50.037791,active,5074.1,online,2021-12-03,smart
MTR-0372,CUST-1001,Port Authority,40.342867,49.844005,active,7184.4,online,2021-11-05,smart
MTR-0373,CUST-1002,Sumqayit Central,40.58375,49.635527,active,10016.4,online,2020-08-09,smart
MTR-0374,CUST-1003,Sumqayit South,40.564241,49.609081,error,7099.6,intermittent,2018-03-15,smart
MTR-0375,CUST-1004,Baku Commercial Hub,40.389421,49.858622,active,2650.1,intermittent,2021-05-28,smart
MTR-0376,CUST-1005,Sabunchi District,40.429713,49.936228,active,8423.2,online,2019-06-05,smart
MTR-0377,CUST-1006,Surakhani District,40.438335,49.959052,active,777.6,online,2020-03-01,smart
MTR-0378,CUST-1007,Masazir,40.505638,49.761679,active,1317.8,online,2024-03-04,smart
MTR-0379,CUST-1008,Nasimi District,40.36185,49.850429,active,2538.0,online,2020-11-21,smart
MTR-0380,CUST-1009,Surakhani District,40.43447,49.937765,active,11966.5,online,2023-08-26,smart
MTR-0381,CUST-1010,Qaradag District,40.299759,50.000418,active,703.8,online,2018-03-19,smart
MTR-0382,CUST-1011,Absheron East,40.429651,49.97685,active,8261.9,online,2020-04-06,smart
MTR-0383,CUST-1012,Mingachevir West,40.748396,47.051503,active,7506.3,online,2023-05-16,smart
MTR-0384,CUST-1013,Khirdalan,40.464483,49.754371,active,4719.6,online,2019-11-26,smart
MTR-0385,CUST-1014,Buzovna,40.552474,50.114823,active,11875.0,online,2020-08-18,industrial
MTR-0386,CUST-1015,Bibi-Heybat,40.305321,49.82197,active,3391.1,online,2020-10-08,smart
MTR-0387,CUST-1016,Yasamal District,40.394873,49.843356,active,6447.3,online,2022-04-06,residential
MTR-0388,CUST-1017,Narimanov District,40.405436,49.857235,active,859.7,intermittent,2022-07-12,smart
MTR-0389,CUST-1018,Nizami District,40.366283,49.830776,inactive,4433.6,offline,2018-12-23,commercial
MTR-0390,CUST-1019,Sheki,41.203427,47.171908,active,10073.0,online,2022-05-06,commercial
MTR-0391,CUST-1020,Bibi-Heybat,40.296139,49.806685,active,435.2,online,2018-06-20,commercial
MTR-0392,CUST-1021,Lokbatan,40.329193,49.745223,active,902.8,online,2022-12-05,smart
MTR-0393,CUST-1022,Sabunchi District,40.452394,49.93782,active,8513.5,online,2021-10-04,industrial
MTR-0394,CUST-1023,Lankaran,38.747053,48.840094,active,11394.6,intermittent,2021-11-11,industrial
MTR-0395,CUST-1024,Nizami District,40.382215,49.829859,active,2834.2,online,2024-03-13,commercial
MTR-0396,CUST-1025,Ganja South,40.68202,46.333836,active,221.2,intermittent,2022-07-28,industrial
MTR-0397,CUST-1026,Heydar Aliyev Zone,40.395971,49.875072,active,7747.8,online,2021-03-11,smart
MTR-0398,CUST-1027,Binagadi District,40.44014,49.832471,active,10646.8,online,2024-12-22,smart
MTR-0399,CUST-1028,Lankaran,38.751399,48.843956,active,1000.0,online,2024-02-24,smart
MTR-0400,CUST-1029,Nasimi District,40.361444,49.840147,active,10637.7,online,2021-06-18,commercial
